un-romanized,1. Not subjected to Roman arms or customs. J. Whitaker. 2. (Eccl.)  Not subjected to the principles or usages of the Roman Catholic Church.
una boat,The English name for a catboat; -- so called because Una was the name of the first boat of this kind taken to England. D. Kemp.
unability,Inability. [Obs.]
unable,"Not able; not having sufficient strength, means, knowledge, skill, or the like; impotent' weak; helpless; incapable; -- now usually followed by an infinitive or an adverbial phrase; as, unable for work; unable to bear fatigue. Sapless age and weak unable limbs. Shak."
unabled,Disabled. [Obs.] B. Jonson.
unableness,Inability. [Obs.] Hales.
unabridged,"Not abridged, or shortened; full; complete; entire; whole."
unabsorbable,"Not absorbable; specifically (Physiol.), not capable of absorption; unable to pass by osmosis into the circulating blood; as, the unabsorbable portion of food."
unacceptability,The quality of being unacceptable; unacceptableness.
unacceptable,"Not acceptable; not pleasing; not welcome; unpleasant; disagreeable; displeasing; offensive. -- Un`ac*cept""a*ble*ness, n. -- Un`ac*cept""a*bly, adv."
unaccessible,Inaccessible. Herbert.
unaccomplished,"Not accomplished or performed; unfinished; also, deficient in accomplishment; unrefined."
unaccomplishment,The state of being unaccomplished. [Obs.] Milton.
unaccountability,The quality or state of being unaccountable.
unaccountable,"1. Not accountable or responsible; free from control. South. 2. Not to be accounted for; inexplicable; not consonant with reason or rule; strange; mysterious. -- Un`ac*count""a*ble*ness}, n. -- Un`ac*count""a*bly, adv."
unaccurate,Inaccurate. Boyle.
unaccurateness,Inaccuracy. Boyle.
unaccustomed,1. Not used; not habituated; unfamiliar; unused; -- which to. Chastened as a bullock unaccustomed to yoke. Jer. xxxi. 18. 2. Not usual; uncommon; strange; new. What unaccustomed cause procures her hither Shak.
unacquaintance,The quality or state of being unacquainted; want of acquaintance; ignorance. He was then in happy unacquaintance with everything connected with that obnoxious cavity. Sir W. Hamilton.
unacquainted,1. Not acquainted. Cowper. 2. Not usual; unfamiliar; strange. [Obs.] And the unacquainted light began to fear. Spenser.
unacquaintedness,Unacquaintance. Whiston.
unactive,Inactive; listless. [R.] While other animals unactive range. Milton.  To render inactive or listless. [Obs.] Fuller.
unactiveness,Inactivity. [Obs.] Jer. Taylor.
unadmissible,Inadmissible. [R.]
unadmittable,Inadmissible. [R.]
unadulterate,"Not adulterated; pure. ""Unadulterate air."" Cowper. -- Un`a*dul""ter*ate*ly, adv."
unadulterated,"Not adulterated; pure. ""Unadulterate air."" Cowper. -- Un`a*dul""ter*ate*ly, adv."
unadvisable,"Not advisable; inadvisable; inexpedient. Lowth. -- Un`ad*vis""a*bly, adv."
unadvised,"1. Not prudent; not discreet; ill advised. Shak. 2. Done without due consideration; wanton; rash; inconsiderate; as, an unadvised proceeding. -- Un`ad*vis""ed*ly, adv. -- Un`ad*vis""ed*ness, n."
unaffected,"1. Not affected or moved; destitute of affection or emotion; uninfluenced. A poor, cold, unspirited, unmannered, Unhonest, unaffected, undone fool. J. Fletcher. 2. Free from affectation; plain; simple; natural; real; sincere; genuine; as, unaffected sorrow. -- Un`af*fect""ed*ly, adv. -- Un`af*fect""ed*ness, n."
unafiled,Undefiled. [Obs.] Gower.
unagreeable,"1. Disagreeable. 2. Not agreeing or consistent; unsuitable. Shak. -- Un`a*gree""a*ble*ness, n. -- Un`a*gree""a*bly, adv."
unaidable,"Incapable of being aided. ""Her unaidable estate."" Shak."
unalienable,"Inalienable; as, unalienable rights. Swift. -- Un*al""ien*a*bly, adv."
unalist,An ecclesiastical who holds but one benefice; -- distinguished from pluralist. [Eng.] V. Knox.
unallied,"Not allied; having no ally; having no connection or relation; as, unallied species or genera."
unalloyed,"Not alloyed; not reduced by foreign admixture; unmixed; unqualified; pure; as, unalloyed metals; unalloyed happiness. I enjoyed unalloyed satisfaction in his company. Mitford."
unalmsed,Not having received alms. [Obs. & R.] Pollock.
unambiguity,Absence of ambiguity; clearness; perspicuity.
unambition,The absence of ambition. [R.] F. W. Newman.
unamiability,The quality or state of being unamiable; moroseness.
unamiable,"Not amiable; morose; ill-natured; repulsive. -- Un*a""mi*a*bly, adv."
unanchor,"To loose from the anchor, as a ship. De Quincey."
unaneled,Not aneled; not having received extreme unction. Shak.
unanimate,Unanimous. [Obs.]
unanimity,The quality or state of being unanimous.
unanimous,"1. Being of one mind; agreeing in opinion, design, or determination; consentient; not discordant or dissentient; harmonious; as, the assembly was unanimous; the members of the council were unanimous. ""Both in one faith unanimous."" Milton. 2. Formed with unanimity; indicating unanimity; having the agreement and consent of all; agreed upon without the opposition or contradiction of any; as, a unanimous opinion; a unanimous vote. -- U*nan""i*mous*ly, adv. -- U*nan""i*mous*ness, n."
unanswerability,The quality of being unanswerable; unanswerableness.
unanswerable,"Not answerable; irrefutable; conclusive; decisive; as, he have an unanswerable argument. -- Un*an""swer*a*ble*ness, n. -- Un*an""swer*a*bly, adv."
unanswered,"1. Not answered; not replied; as, an unanswered letter. 2. Not refuted; as, an unanswered argument. 3. Not responded to in kind; unrequited; as, unanswered affection."
unappalled,Not appalled; not frightened; dauntless; undaunted. Milton.
unapparel,To divest of clothing; to strip. [Obs.] Donne.
unappealable,"1. Not appealable; that can not be carried to a higher tribunal by appeal; as, an unappealable suit or action. 2. Not to be appealed from; -- said of a judge or a judgment that can not be overruled. The infallible, unappealable Judge [God]. South. We submitted to a galling yet unappealable necessity. Shelley. -- Un`ap*peal""a*bly, adv."
unappliable,Inapplicable. Milton.
unapplicable,Inapplicable.
unappropriate,"1. Inappropriate; unsuitable. 2. Not appropriated. Bp. Warburton.  To take from private possession; to restore to the possession or right of all; as, to unappropriate a monopoly. [R.] Milton."
unappropriated,"1. Not specially appropriate; having not special application. J. Warton. 2. Not granted to any person, corporation, or the like, to the exclusion of others; as, unappropriated lands. 3. Not granted for, or applied to, any specific purpose; as, the unappropriated moneys in the treasury."
unapproved,1. Not approved. 2. Not proved. [Obs.]
unapt,"1. Inapt; slow; dull. Bacon. 2. Unsuitable; unfit; inappropriate. Macaulay. 3. Not accustomed and not likely; not disposed. I am a soldier and unapt to weep. Shak. -- Un*apt""ly, adv. -- Un*apt""ness, n."
unaquit,Unrequited. [R. & Obs.] Gower.
unargued,1. Not argued or debated. 2. Not argued against; undisputed. [Obs.] Milton. 3. Not censured. [A Latinism. Obs.] B. Jonson.
unarm,"To disarm. Sir T. Browne.  To puff off, or lay down, one's arms or armor. ""I'll unarm again."" Shak."
unarmed,"1. Not armed or armored; having no arms or weapons. 2. (Nat. Hist.)  Having no hard and sharp projections, as spines, prickles, spurs, claws, etc."
unarted,1. Ignorant of the arts. [Obs.] E. Waterhouse. 2. Not artificial; plain; simple. [Obs.] Feltham.
unartful,"Lacking art or skill; artless. Congreve. -- Un*art""ful*ly, adv. Swift. Burke."
unartistic,Inartistic.
unascried,Not descried. [Obs.]
unaserved,Not served. [Obs.]
unassented,"Not assented; -- said specif. of stocks or bonds the holders of which refuse to deposit them by way of assent to an agreement altering their status, as in a readjustment."
unassuming,"Not assuming; not bold or forward; not arrogant or presuming; humble; modest; retiring; as, an unassuming youth; unassuming manners."
unassured,"1. Not assured; not bold or confident. 2. Not to be trusted. [Obs.] Spenser. 3. Not insured against loss; as, unassured goods."
unatonable,"1. Not capable of being brought into harmony; irreconcilable. ""Unatonable matrimony."" [Obs.] Milton. 2. Incapable of being atoned for; inexpiable."
unattached,1. Not attached; not adhering; having no engagement; free. 2. (Mil.)  Not assigned to any company or regiment. 3. (Law)  Not taken or arrested. R. Junius.
unattentive,Inattentive; careless.
unattire,To divest of attire; to undress.
unau,"The two-toed sloth (Cholopus didactylus), native of South America. It is about two feet long. Its color is a uniform grayish brown, sometimes with a reddish tint."
unaudienced,Not given an audience; not received or heard.
unauspicious,Inauspicious. Rowe.
unauthorize,To disown the authority of; to repudiate.
unavoidable,"1. Not avoidable; incapable of being shunned or prevented; inevitable; necessary; as, unavoidable troubles. 2. (Law)  Not voidable; incapable of being made null or void. Blackstone. Unavoidable hemorrhage (Med.), hemorrhage produced by the afterbirth, or placenta, being situated over the mouth of the womb so as to require detachment before the child can be born. -- Un`a*void""a*ble*ness, n. -- Un`a*void""a*bly, adv."
unavoided,1. Not avoided or shunned. Shak. 2. Unavoidable; inevitable. [Obs.] B. Jonson.
unaware,Not aware; not noticing; giving no heed; thoughtless; inattentive. Swift.  Unawares. [Poetic] Dryden.
unawares,", Without design or preparation; suddenly; without premeditation, unexpectedly. ""Mercies lighting unawares."" J. H. Newman. Lest unawares we lose This our high place, our sanctuary, our hill. Milton. At unaware, or At unawares, unexpectedly; by surprise. He breaks at unawares upon our walks. Dryden. So we met In this old sleepy town an at unaware. R. Browning."
unbacked,"1. Never mounted by a rider; unbroken. ""Unbacked colts."" Shak. 2. Not supported or encouraged; not countenanced; unaided. Daniel."
unbag,"To pour, or take, or let go, out of a bag or bags."
unbalanced,"1. Not balanced; not in equipoise; having no counterpoise, or having insufficient counterpoise. Let Earth unbalanced from her orbit fly. Pope. 2. (Com.)  Not adjusted; not settled; not brought to an equality of debt and credit; as, an unbalanced account; unbalanced books. 3. Being, or being thrown, out of equilibrium; hence, disordered or deranged in sense; unsteady; unsound; as, an unbalanced mind. Pope."
